"samples","sample.rate","length.secs","file.size","file.location","filename","channels","bits","drive.id","device.id","timestamp"
536829312,44100,12173,2147350016,"G://DATA BACK UP 2012-2015/2013_SONGMETER/POPA02-02_CFB-Gronegen_NB12-SM/20130615-20130622/MMP-POPA02_20130622_040000.wav","MMP-POPA02_20130622_040000.wav",2,16,"13","02",2013-06-22 04:00:00
98078464,44100,2224,392346624,"G://DATA BACK UP 2012-2015/2013_SONGMETER/POPA02-02_CFB-Gronegen_NB12-SM/20130615-20130622/MMP-POPA02_20130622_072259.wav","MMP-POPA02_20130622_072259.wav",2,16,"13","02",2013-06-22 07:22:59
536829312,44100,12173,2147350016,"G://DATA BACK UP 2012-2015/2013_SONGMETER/POPA02-03_Timber-Fulton_NB27-06/20130623-20130629/MMP-POPA02_20130623_190000.wav","MMP-POPA02_20130623_190000.wav",2,16,"13","02",2013-06-23 19:00:00
137724416,44100,3123,550930432,"G://DATA BACK UP 2012-2015/2013_SONGMETER/POPA02-03_Timber-Fulton_NB27-06/20130623-20130629/MMP-POPA02_20130623_222259.wav","MMP-POPA02_20130623_222259.wav",2,16,"13","02",2013-06-23 22:22:59
39690112,44100,900,158793216,"G://DATA BACK UP 2012-2015/2013_SONGMETER/POPA02-03_Timber-Fulton_NB27-06/20130623-20130629/MMP-POPA02_20130624_000000.wav","MMP-POPA02_20130624_000000.wav",2,16,"13","02",2013-06-24 00:00:00
39690112,44100,900,158793216,"G://DATA BACK UP 2012-2015/2013_SONGMETER/POPA02-03_Timber-Fulton_NB27-06/20130623-20130629/MMP-POPA02_20130624_010000.wav","MMP-POPA02_20130624_010000.wav",2,16,"13","02",2013-06-24 01:00:00
39690112,44100,900,158793216,"G://DATA BACK UP 2012-2015/2013_SONGMETER/POPA02-03_Timber-Fulton_NB27-06/20130623-20130629/MMP-POPA02_20130624_020000.wav","MMP-POPA02_20130624_020000.wav",2,16,"13","02",2013-06-24 02:00:00
39690112,44100,900,158793216,"G://DATA BACK UP 2012-2015/2013_SONGMETER/POPA02-03_Timber-Fulton_NB27-06/20130623-20130629/MMP-POPA02_20130624_030000.wav","MMP-POPA02_20130624_030000.wav",2,16,"13","02",2013-06-24 03:00:00
536829312,44100,12173,2147350016,"G://DATA BACK UP 2012-2015/2013_SONGMETER/POPA02-03_Timber-Fulton_NB27-06/20130623-20130629/MMP-POPA02_20130624_040000.wav","MMP-POPA02_20130624_040000.wav",2,16,"13","02",2013-06-24 04:00:00
98034304,44100,2223,392169984,"G://DATA BACK UP 2012-2015/2013_SONGMETER/POPA02-03_Timber-Fulton_NB27-06/20130623-20130629/MMP-POPA02_20130624_072259.wav","MMP-POPA02_20130624_072259.wav",2,16,"13","02",2013-06-24 07:22:59
536829312,44100,12173,2147350016,"G://DATA BACK UP 2012-2015/2013_SONGMETER/POPA02-03_Timber-Fulton_NB27-06/20130623-20130629/MMP-POPA02_20130624_190000.wav","MMP-POPA02_20130624_190000.wav",2,16,"13","02",2013-06-24 19:00:00
137724416,44100,3123,550930432,"G://DATA BACK UP 2012-2015/2013_SONGMETER/POPA02-03_Timber-Fulton_NB27-06/20130623-20130629/MMP-POPA02_20130624_222259.wav","MMP-POPA02_20130624_222259.wav",2,16,"13","02",2013-06-24 22:22:59
