"drive.id","file.location","filename","length","type"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-01/20120618-20120625/MMP-POPA01_20120622_222258.wav","MMP-POPA01_20120622_222258.wav",2224,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-01/20120618-20120625/MMP-POPA01_20120623_040000.wav","MMP-POPA01_20120623_040000.wav",12173,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-01/20120618-20120625/MMP-POPA01_20120623_072258.wav","MMP-POPA01_20120623_072258.wav",9424,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-01/20120618-20120625/MMP-POPA01_20120623_190000.wav","MMP-POPA01_20120623_190000.wav",12173,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-01/20120618-20120625/MMP-POPA01_20120623_222258.wav","MMP-POPA01_20120623_222258.wav",2224,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-01/20120618-20120625/MMP-POPA01_20120624_040000.wav","MMP-POPA01_20120624_040000.wav",12173,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-01/20120618-20120625/MMP-POPA01_20120624_072258.wav","MMP-POPA01_20120624_072258.wav",9424,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-01/20120618-20120625/MMP-POPA01_20120624_222259.wav","MMP-POPA01_20120624_222259.wav",2224,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-01/20120618-20120625/MMP-POPA01_20120625_222259.wav","MMP-POPA01_20120625_222259.wav",2223,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-01/20120624-20120701/MMP-POPA01_20120624_190000.wav","MMP-POPA01_20120624_190000.wav",12173,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-01/20120624-20120701/MMP-POPA01_20120625_040000.wav","MMP-POPA01_20120625_040000.wav",12173,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-01/20120624-20120701/MMP-POPA01_20120625_072259.wav","MMP-POPA01_20120625_072259.wav",9424,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-01/20120624-20120701/MMP-POPA01_20120625_190000.wav","MMP-POPA01_20120625_190000.wav",12173,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-01/20120624-20120701/MMP-POPA01_20120626_040000.wav","MMP-POPA01_20120626_040000.wav",12173,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-01/20120624-20120701/MMP-POPA01_20120626_072259.wav","MMP-POPA01_20120626_072259.wav",9423,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-01/20120624-20120701/MMP-POPA01_20120626_190000.wav","MMP-POPA01_20120626_190000.wav",12173,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-01/20120624-20120701/MMP-POPA01_20120626_222259.wav","MMP-POPA01_20120626_222259.wav",2223,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-01/20120624-20120701/MMP-POPA01_20120627_040000.wav","MMP-POPA01_20120627_040000.wav",12173,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-01/20120624-20120701/MMP-POPA01_20120627_072259.wav","MMP-POPA01_20120627_072259.wav",9423,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-01/20120624-20120701/MMP-POPA01_20120627_190000.wav","MMP-POPA01_20120627_190000.wav",12173,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-01/20120624-20120701/MMP-POPA01_20120627_222259.wav","MMP-POPA01_20120627_222259.wav",2223,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-01/20120624-20120701/MMP-POPA01_20120628_040000.wav","MMP-POPA01_20120628_040000.wav",12173,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-01/20120624-20120701/MMP-POPA01_20120628_072259.wav","MMP-POPA01_20120628_072259.wav",9423,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-01/20120624-20120701/MMP-POPA01_20120628_190000.wav","MMP-POPA01_20120628_190000.wav",12173,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-01/20120624-20120701/MMP-POPA01_20120628_222259.wav","MMP-POPA01_20120628_222259.wav",2223,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-01/20120624-20120701/MMP-POPA01_20120629_040000.wav","MMP-POPA01_20120629_040000.wav",12173,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-01/20120624-20120701/MMP-POPA01_20120629_072259.wav","MMP-POPA01_20120629_072259.wav",9423,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-01/20120624-20120701/MMP-POPA01_20120629_222257.wav","MMP-POPA01_20120629_222257.wav",2225,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-01/20120624-20120701/MMP-POPA01_20120630_222258.wav","MMP-POPA01_20120630_222258.wav",2224,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-01/20120624-20120701/MMP-POPA01_20120701_222258.wav","MMP-POPA01_20120701_222258.wav",2224,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-01/20120629-20120701/MMP-POPA01_20120629_190000.wav","MMP-POPA01_20120629_190000.wav",12173,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-01/20120629-20120701/MMP-POPA01_20120630_040000.wav","MMP-POPA01_20120630_040000.wav",12173,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-01/20120629-20120701/MMP-POPA01_20120630_072258.wav","MMP-POPA01_20120630_072258.wav",9424,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-01/20120629-20120701/MMP-POPA01_20120630_190000.wav","MMP-POPA01_20120630_190000.wav",12173,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-01/20120629-20120701/MMP-POPA01_20120701_040000.wav","MMP-POPA01_20120701_040000.wav",12173,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-01/20120629-20120702/MMP-POPA01_20120629_190000.wav","MMP-POPA01_20120629_190000.wav",12173,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-01/20120629-20120702/MMP-POPA01_20120630_040000.wav","MMP-POPA01_20120630_040000.wav",12173,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-01/20120629-20120702/MMP-POPA01_20120630_072258.wav","MMP-POPA01_20120630_072258.wav",9424,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-01/20120629-20120702/MMP-POPA01_20120630_190000.wav","MMP-POPA01_20120630_190000.wav",12173,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-01/20120629-20120702/MMP-POPA01_20120701_040000.wav","MMP-POPA01_20120701_040000.wav",12173,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-01/20120629-20120702/MMP-POPA01_20120701_072258.wav","MMP-POPA01_20120701_072258.wav",9424,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-01/20120629-20120702/MMP-POPA01_20120701_190000.wav","MMP-POPA01_20120701_190000.wav",12173,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-01/20120629-20120702/MMP-POPA01_20120702_040000.wav","MMP-POPA01_20120702_040000.wav",12173,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-01/20120629-20120702/MMP-POPA01_20120702_072258.wav","MMP-POPA01_20120702_072258.wav",9424,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-02/20120611-20120616/MMP-POPA02_20120611_070302.wav","MMP-POPA02_20120611_070302.wav",10620,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-02/20120611-20120616/MMP-POPA02_20120611_180000.wav","MMP-POPA02_20120611_180000.wav",12173,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-02/20120611-20120616/MMP-POPA02_20120611_212258.wav","MMP-POPA02_20120611_212258.wav",2225,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-02/20120611-20120616/MMP-POPA02_20120612_040000.wav","MMP-POPA02_20120612_040000.wav",12173,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-02/20120611-20120616/MMP-POPA02_20120612_072257.wav","MMP-POPA02_20120612_072257.wav",9425,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-02/20120611-20120616/MMP-POPA02_20120612_180000.wav","MMP-POPA02_20120612_180000.wav",12173,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-02/20120611-20120616/MMP-POPA02_20120612_212258.wav","MMP-POPA02_20120612_212258.wav",2224,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-02/20120611-20120616/MMP-POPA02_20120613_040000.wav","MMP-POPA02_20120613_040000.wav",12173,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-02/20120611-20120616/MMP-POPA02_20120613_072258.wav","MMP-POPA02_20120613_072258.wav",9425,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-02/20120611-20120616/MMP-POPA02_20120613_180000.wav","MMP-POPA02_20120613_180000.wav",12173,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-02/20120611-20120616/MMP-POPA02_20120613_212258.wav","MMP-POPA02_20120613_212258.wav",2224,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-02/20120611-20120616/MMP-POPA02_20120614_040000.wav","MMP-POPA02_20120614_040000.wav",12173,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-02/20120611-20120616/MMP-POPA02_20120614_072258.wav","MMP-POPA02_20120614_072258.wav",9424,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-02/20120611-20120616/MMP-POPA02_20120614_180000.wav","MMP-POPA02_20120614_180000.wav",12173,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-02/20120611-20120616/MMP-POPA02_20120614_212258.wav","MMP-POPA02_20120614_212258.wav",2224,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-02/20120611-20120616/MMP-POPA02_20120615_040000.wav","MMP-POPA02_20120615_040000.wav",12173,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-02/20120611-20120616/MMP-POPA02_20120615_072258.wav","MMP-POPA02_20120615_072258.wav",9424,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-02/20120611-20120616/MMP-POPA02_20120615_180000.wav","MMP-POPA02_20120615_180000.wav",12173,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-02/20120611-20120616/MMP-POPA02_20120615_212258.wav","MMP-POPA02_20120615_212258.wav",2224,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-02/20120611-20120616/MMP-POPA02_20120616_040000.wav","MMP-POPA02_20120616_040000.wav",12173,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-02/20120611-20120616/MMP-POPA02_20120616_212259.wav","MMP-POPA02_20120616_212259.wav",2223,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-02/20120616-20120617/MMP-POPA02_20120616_072259.wav","MMP-POPA02_20120616_072259.wav",9424,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-02/20120616-20120617/MMP-POPA02_20120616_180000.wav","MMP-POPA02_20120616_180000.wav",12173,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-02/20120616-20120617/MMP-POPA02_20120617_040000.wav","MMP-POPA02_20120617_040000.wav",12173,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-02/20120616-20120617/MMP-POPA02_20120617_072300.wav","MMP-POPA02_20120617_072300.wav",9422,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-02/20120618-20120623/MMP-POPA02_20120618_190000.wav","MMP-POPA02_20120618_190000.wav",12173,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-02/20120618-20120623/MMP-POPA02_20120618_222258.wav","MMP-POPA02_20120618_222258.wav",2224,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-02/20120618-20120623/MMP-POPA02_20120619_040000.wav","MMP-POPA02_20120619_040000.wav",12173,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-02/20120618-20120623/MMP-POPA02_20120619_072258.wav","MMP-POPA02_20120619_072258.wav",9425,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-02/20120618-20120623/MMP-POPA02_20120619_190000.wav","MMP-POPA02_20120619_190000.wav",12173,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-02/20120618-20120623/MMP-POPA02_20120619_222258.wav","MMP-POPA02_20120619_222258.wav",2224,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-02/20120618-20120623/MMP-POPA02_20120620_040000.wav","MMP-POPA02_20120620_040000.wav",12173,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-02/20120618-20120623/MMP-POPA02_20120620_072258.wav","MMP-POPA02_20120620_072258.wav",9424,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-02/20120618-20120623/MMP-POPA02_20120620_190000.wav","MMP-POPA02_20120620_190000.wav",12173,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-02/20120618-20120623/MMP-POPA02_20120620_222259.wav","MMP-POPA02_20120620_222259.wav",2224,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-02/20120618-20120623/MMP-POPA02_20120621_040000.wav","MMP-POPA02_20120621_040000.wav",12173,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-02/20120618-20120623/MMP-POPA02_20120621_072259.wav","MMP-POPA02_20120621_072259.wav",9424,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-02/20120618-20120623/MMP-POPA02_20120621_190000.wav","MMP-POPA02_20120621_190000.wav",12173,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-02/20120618-20120623/MMP-POPA02_20120621_222258.wav","MMP-POPA02_20120621_222258.wav",2224,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-02/20120618-20120623/MMP-POPA02_20120622_040000.wav","MMP-POPA02_20120622_040000.wav",12173,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-02/20120618-20120623/MMP-POPA02_20120622_222258.wav","MMP-POPA02_20120622_222258.wav",2224,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-02/20120618-20120623/MMP-POPA02_20120623_222259.wav","MMP-POPA02_20120623_222259.wav",2224,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-02/20120622-20120629/MMP-POPA02_20120622_072258.wav","MMP-POPA02_20120622_072258.wav",9424,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-02/20120622-20120629/MMP-POPA02_20120622_190000.wav","MMP-POPA02_20120622_190000.wav",12173,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-02/20120622-20120629/MMP-POPA02_20120623_040000.wav","MMP-POPA02_20120623_040000.wav",12173,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-02/20120622-20120629/MMP-POPA02_20120623_072258.wav","MMP-POPA02_20120623_072258.wav",9424,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-02/20120622-20120629/MMP-POPA02_20120623_190000.wav","MMP-POPA02_20120623_190000.wav",12173,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-02/20120622-20120629/MMP-POPA02_20120624_040000.wav","MMP-POPA02_20120624_040000.wav",12173,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-02/20120622-20120629/MMP-POPA02_20120624_072259.wav","MMP-POPA02_20120624_072259.wav",9423,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-02/20120622-20120629/MMP-POPA02_20120624_190000.wav","MMP-POPA02_20120624_190000.wav",12173,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-02/20120622-20120629/MMP-POPA02_20120624_222259.wav","MMP-POPA02_20120624_222259.wav",2223,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-02/20120622-20120629/MMP-POPA02_20120625_040000.wav","MMP-POPA02_20120625_040000.wav",12173,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-02/20120622-20120629/MMP-POPA02_20120625_072259.wav","MMP-POPA02_20120625_072259.wav",9423,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-02/20120622-20120629/MMP-POPA02_20120625_190000.wav","MMP-POPA02_20120625_190000.wav",12173,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-02/20120622-20120629/MMP-POPA02_20120625_222259.wav","MMP-POPA02_20120625_222259.wav",2223,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-02/20120622-20120629/MMP-POPA02_20120626_040000.wav","MMP-POPA02_20120626_040000.wav",12173,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-02/20120622-20120629/MMP-POPA02_20120626_072259.wav","MMP-POPA02_20120626_072259.wav",9423,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-02/20120622-20120629/MMP-POPA02_20120626_190000.wav","MMP-POPA02_20120626_190000.wav",12173,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-02/20120622-20120629/MMP-POPA02_20120626_222259.wav","MMP-POPA02_20120626_222259.wav",2223,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-02/20120622-20120629/MMP-POPA02_20120627_040000.wav","MMP-POPA02_20120627_040000.wav",12173,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-02/20120622-20120629/MMP-POPA02_20120627_222258.wav","MMP-POPA02_20120627_222258.wav",2225,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-02/20120622-20120629/MMP-POPA02_20120628_222258.wav","MMP-POPA02_20120628_222258.wav",2224,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-02/20120622-20120629/MMP-POPA02_20120629_222258.wav","MMP-POPA02_20120629_222258.wav",2224,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-02/20120627-20120630/MMP-POPA02_20120627_072259.wav","MMP-POPA02_20120627_072259.wav",9424,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-02/20120627-20120630/MMP-POPA02_20120627_190000.wav","MMP-POPA02_20120627_190000.wav",12173,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-02/20120627-20120630/MMP-POPA02_20120628_040000.wav","MMP-POPA02_20120628_040000.wav",12173,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-02/20120627-20120630/MMP-POPA02_20120628_072258.wav","MMP-POPA02_20120628_072258.wav",9425,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-02/20120627-20120630/MMP-POPA02_20120628_190000.wav","MMP-POPA02_20120628_190000.wav",12173,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-02/20120627-20120630/MMP-POPA02_20120629_040000.wav","MMP-POPA02_20120629_040000.wav",12173,"other"
"15","F://MMMP2012_BACKUP/MMP2012_SONGMETER_HP/POPA-02/20120627-20120630/MMP-POPA02_20120629_072258.wav","MMP-POPA02_20120629_072258.wav",9424,"other"
