"sample.rate","channels","bits","samples","length.secs","file.size","file.location","filename","drive.id","device.id","timestamp"
44100,2,16,412379136,9351,1649549312,"F://MMP2012_SONGMETER/POPA-03/20120606-20120611/MMP-POPA03_20120606_072411.wav","MMP-POPA03_20120606_072411.wav","16","03",2012-06-06 07:24:11
44100,2,16,536829312,12173,2147350016,"F://MMP2012_SONGMETER/POPA-03/20120606-20120611/MMP-POPA03_20120606_180000.wav","MMP-POPA03_20120606_180000.wav","16","03",2012-06-06 18:00:00
44100,2,16,98078464,2224,392346624,"F://MMP2012_SONGMETER/POPA-03/20120606-20120611/MMP-POPA03_20120606_212258.wav","MMP-POPA03_20120606_212258.wav","16","03",2012-06-06 21:22:58
44100,2,16,536829312,12173,2147350016,"F://MMP2012_SONGMETER/POPA-03/20120606-20120611/MMP-POPA03_20120607_040000.wav","MMP-POPA03_20120607_040000.wav","16","03",2012-06-07 04:00:00
44100,2,16,415598464,9424,1662426624,"F://MMP2012_SONGMETER/POPA-03/20120606-20120611/MMP-POPA03_20120607_072258.wav","MMP-POPA03_20120607_072258.wav","16","03",2012-06-07 07:22:58
44100,2,16,536829312,12173,2147350016,"F://MMP2012_SONGMETER/POPA-03/20120606-20120611/MMP-POPA03_20120607_180000.wav","MMP-POPA03_20120607_180000.wav","16","03",2012-06-07 18:00:00
44100,2,16,98078464,2224,392346624,"F://MMP2012_SONGMETER/POPA-03/20120606-20120611/MMP-POPA03_20120607_212258.wav","MMP-POPA03_20120607_212258.wav","16","03",2012-06-07 21:22:58
44100,2,16,536829312,12173,2147350016,"F://MMP2012_SONGMETER/POPA-03/20120606-20120611/MMP-POPA03_20120608_040000.wav","MMP-POPA03_20120608_040000.wav","16","03",2012-06-08 04:00:00
44100,2,16,415598464,9424,1662426624,"F://MMP2012_SONGMETER/POPA-03/20120606-20120611/MMP-POPA03_20120608_072258.wav","MMP-POPA03_20120608_072258.wav","16","03",2012-06-08 07:22:58
44100,2,16,536829312,12173,2147350016,"F://MMP2012_SONGMETER/POPA-03/20120606-20120611/MMP-POPA03_20120608_180000.wav","MMP-POPA03_20120608_180000.wav","16","03",2012-06-08 18:00:00
44100,2,16,98078464,2224,392346624,"F://MMP2012_SONGMETER/POPA-03/20120606-20120611/MMP-POPA03_20120608_212258.wav","MMP-POPA03_20120608_212258.wav","16","03",2012-06-08 21:22:58
44100,2,16,536829312,12173,2147350016,"F://MMP2012_SONGMETER/POPA-03/20120606-20120611/MMP-POPA03_20120609_040000.wav","MMP-POPA03_20120609_040000.wav","16","03",2012-06-09 04:00:00
44100,2,16,415598464,9424,1662426624,"F://MMP2012_SONGMETER/POPA-03/20120606-20120611/MMP-POPA03_20120609_072258.wav","MMP-POPA03_20120609_072258.wav","16","03",2012-06-09 07:22:58
44100,2,16,536829312,12173,2147350016,"F://MMP2012_SONGMETER/POPA-03/20120606-20120611/MMP-POPA03_20120609_180000.wav","MMP-POPA03_20120609_180000.wav","16","03",2012-06-09 18:00:00
44100,2,16,98078464,2224,392346624,"F://MMP2012_SONGMETER/POPA-03/20120606-20120611/MMP-POPA03_20120609_212258.wav","MMP-POPA03_20120609_212258.wav","16","03",2012-06-09 21:22:58
44100,2,16,536829312,12173,2147350016,"F://MMP2012_SONGMETER/POPA-03/20120606-20120611/MMP-POPA03_20120610_040000.wav","MMP-POPA03_20120610_040000.wav","16","03",2012-06-10 04:00:00
44100,2,16,415598464,9424,1662426624,"F://MMP2012_SONGMETER/POPA-03/20120606-20120611/MMP-POPA03_20120610_072258.wav","MMP-POPA03_20120610_072258.wav","16","03",2012-06-10 07:22:58
44100,2,16,536829312,12173,2147350016,"F://MMP2012_SONGMETER/POPA-03/20120606-20120611/MMP-POPA03_20120610_180000.wav","MMP-POPA03_20120610_180000.wav","16","03",2012-06-10 18:00:00
44100,2,16,98078464,2224,392346624,"F://MMP2012_SONGMETER/POPA-03/20120606-20120611/MMP-POPA03_20120610_212258.wav","MMP-POPA03_20120610_212258.wav","16","03",2012-06-10 21:22:58
44100,2,16,536829312,12173,2147350016,"F://MMP2012_SONGMETER/POPA-03/20120606-20120611/MMP-POPA03_20120611_040000.wav","MMP-POPA03_20120611_040000.wav","16","03",2012-06-11 04:00:00
44100,2,16,98078464,2224,392346624,"F://MMP2012_SONGMETER/POPA-03/20120606-20120611/MMP-POPA03_20120611_212258.wav","MMP-POPA03_20120611_212258.wav","16","03",2012-06-11 21:22:58
44100,2,16,415554304,9423,1662249984,"F://MMP2012_SONGMETER/POPA-03/20120611-20120614/MMP-POPA03_20120611_072259.wav","MMP-POPA03_20120611_072259.wav","16","03",2012-06-11 07:22:59
44100,2,16,536829312,12173,2147350016,"F://MMP2012_SONGMETER/POPA-03/20120611-20120614/MMP-POPA03_20120611_180000.wav","MMP-POPA03_20120611_180000.wav","16","03",2012-06-11 18:00:00
44100,2,16,536829312,12173,2147350016,"F://MMP2012_SONGMETER/POPA-03/20120611-20120614/MMP-POPA03_20120612_040000.wav","MMP-POPA03_20120612_040000.wav","16","03",2012-06-12 04:00:00
44100,2,16,415598464,9424,1662426624,"F://MMP2012_SONGMETER/POPA-03/20120611-20120614/MMP-POPA03_20120612_072258.wav","MMP-POPA03_20120612_072258.wav","16","03",2012-06-12 07:22:58
44100,2,16,536829312,12173,2147350016,"F://MMP2012_SONGMETER/POPA-03/20120611-20120614/MMP-POPA03_20120612_180000.wav","MMP-POPA03_20120612_180000.wav","16","03",2012-06-12 18:00:00
