"drive.id","file.location","filename","length","type"
"2","F://BITH/NB 2020 ARUS/NBARU00004230/4230/00004230_20200531T192900-0300_BITH sunset [+47.2231-066.5792].wav","00004230_20200531T192900-0300_BITH sunset [+47.2231-066.5792].wav",11698.96,"other"
"2","F://BITH/NB 2020 ARUS/NBARU00004230/4230/00004230_20200601T033300-0300_BITH sunrise [+47.2231-066.5792].wav","00004230_20200601T033300-0300_BITH sunrise [+47.2231-066.5792].wav",12173.9,"other"
"2","F://BITH/NB 2020 ARUS/NBARU00004230/4230/00004230_20200601T065600-0300_BITH sunrise [+47.2231-066.5792].wav","00004230_20200601T065600-0300_BITH sunrise [+47.2231-066.5792].wav",4024.06,"other"
"2","F://BITH/NB 2020 ARUS/NBARU00004230/4230/00004230_20200601T193000-0300_BITH sunset [+47.2231-066.5792].wav","00004230_20200601T193000-0300_BITH sunset [+47.2231-066.5792].wav",11699.98,"other"
"2","F://BITH/NB 2020 ARUS/NBARU00004230/4230/00004230_20200602T033300-0300_BITH sunrise [+47.2231-066.5792].wav","00004230_20200602T033300-0300_BITH sunrise [+47.2231-066.5792].wav",12173.9,"other"
"2","F://BITH/NB 2020 ARUS/NBARU00004230/4230/00004230_20200602T065600-0300_BITH sunrise [+47.2231-066.5792].wav","00004230_20200602T065600-0300_BITH sunrise [+47.2231-066.5792].wav",4025.09,"other"
"2","F://BITH/NB 2020 ARUS/NBARU00004230/4230/00004230_20200602T193100-0300_BITH sunset [+47.2231-066.5792].wav","00004230_20200602T193100-0300_BITH sunset [+47.2231-066.5792].wav",11699.98,"other"
"2","F://BITH/Scatarie ARUS 2019/SCAT_00004230/0000423_20190704 [46.0138 -59.7516]/0000423_201907 4T190700-0300_Sunset [46.0138 -59.7516].wav","0000423_201907 4T190700-0300_Sunset [46.0138 -59.7516].wav",11699.98,"other"
"2","F://BITH/Scatarie ARUS 2019/SCAT_00004230/0000423_20190704 [46.0138 -59.7516]/0000423_201907 4T230000-0300_LESP_evening [46.0138 -59.7516].wav","0000423_201907 4T230000-0300_LESP_evening [46.0138 -59.7516].wav",299.91,"other"
"2","F://BITH/Scatarie ARUS 2019/SCAT_00004230/0000423_20190704 [46.0138 -59.7516]/0000423_201907 4T231500-0300_LESP_evening [46.0138 -59.7516].wav","0000423_201907 4T231500-0300_LESP_evening [46.0138 -59.7516].wav",299.91,"other"
"2","F://BITH/Scatarie ARUS 2019/SCAT_00004230/0000423_20190704 [46.0138 -59.7516]/0000423_201907 4T233000-0300_LESP_evening [46.0138 -59.7516].wav","0000423_201907 4T233000-0300_LESP_evening [46.0138 -59.7516].wav",299.91,"other"
"2","F://BITH/Scatarie ARUS 2019/SCAT_00004230/0000423_20190704 [46.0138 -59.7516]/0000423_201907 4T234500-0300_LESP_evening [46.0138 -59.7516].wav","0000423_201907 4T234500-0300_LESP_evening [46.0138 -59.7516].wav",299.91,"other"
"2","F://BITH/Scatarie ARUS 2019/SCAT_00004230/0000423_20190705 [46.0138 -59.7516]/0000423_201907 5T000000-0300_LESP_morning [46.0138 -59.7516].wav","0000423_201907 5T000000-0300_LESP_morning [46.0138 -59.7516].wav",299.91,"other"
"2","F://BITH/Scatarie ARUS 2019/SCAT_00004230/0000423_20190705 [46.0138 -59.7516]/0000423_201907 5T001500-0300_LESP_morning [46.0138 -59.7516].wav","0000423_201907 5T001500-0300_LESP_morning [46.0138 -59.7516].wav",299.91,"other"
