"drive.id","file.location","filename","length","type","device.id","timestamp","n.copies"
13,"F://DATA BACK UP 2012-2015/2013_SONGMETER/POPA15_Musquash/20130613-20130618/POPA-15_20130617_040000.wav","POPA-15_20130617_040000.wav",12173,"other","15",2013-06-17 04:00:00,1
13,"F://DATA BACK UP 2012-2015/2013_SONGMETER/POPA15_Musquash/20130613-20130618/POPA-15_20130617_072256.wav","POPA-15_20130617_072256.wav",2223,"other","15",2013-06-17 07:22:56,1
13,"F://DATA BACK UP 2012-2015/2013_SONGMETER/POPA15_Musquash/20130613-20130618/POPA-15_20130617_190000.wav","POPA-15_20130617_190000.wav",12173,"other","15",2013-06-17 19:00:00,1
13,"F://DATA BACK UP 2012-2015/2013_SONGMETER/POPA15_Musquash/20130613-20130618/POPA-15_20130617_222256.wav","POPA-15_20130617_222256.wav",3122,"other","15",2013-06-17 22:22:56,1
13,"F://DATA BACK UP 2012-2015/2013_SONGMETER/POPA15_Musquash/20130613-20130618/POPA-15_20130618_000000.wav","POPA-15_20130618_000000.wav",900,"other","15",2013-06-18 00:00:00,1
13,"F://DATA BACK UP 2012-2015/2013_SONGMETER/POPA15_Musquash/20130613-20130618/POPA-15_20130618_010000.wav","POPA-15_20130618_010000.wav",900,"other","15",2013-06-18 01:00:00,1
13,"F://DATA BACK UP 2012-2015/2013_SONGMETER/POPA15_Musquash/20130613-20130618/POPA-15_20130618_020000.wav","POPA-15_20130618_020000.wav",900,"other","15",2013-06-18 02:00:00,1
13,"F://DATA BACK UP 2012-2015/2013_SONGMETER/POPA15_Musquash/20130613-20130618/POPA-15_20130618_030000.wav","POPA-15_20130618_030000.wav",900,"other","15",2013-06-18 03:00:00,1
13,"F://DATA BACK UP 2012-2015/2013_SONGMETER/POPA15_Musquash/20130613-20130618/POPA-15_20130618_040000.wav","POPA-15_20130618_040000.wav",12173,"other","15",2013-06-18 04:00:00,1
13,"F://DATA BACK UP 2012-2015/2013_SONGMETER/POPA15_Musquash/20130613-20130618/POPA-15_20130618_072256.wav","POPA-15_20130618_072256.wav",2223,"other","15",2013-06-18 07:22:56,1
13,"F://DATA BACK UP 2012-2015/2013_SONGMETER/POPA15_Musquash/20130624-20130630/POPA-15_20130624_040533.wav","POPA-15_20130624_040533.wav",12171,"other","15",2013-06-24 04:05:33,1
13,"F://DATA BACK UP 2012-2015/2013_SONGMETER/POPA15_Musquash/20130624-20130630/POPA-15_20130624_190533.wav","POPA-15_20130624_190533.wav",12172,"other","15",2013-06-24 19:05:33,1
13,"F://DATA BACK UP 2012-2015/2013_SONGMETER/POPA15_Musquash/20130624-20130630/POPA-15_20130625_010534.wav","POPA-15_20130625_010534.wav",564,"other","15",2013-06-25 01:05:34,1
13,"F://DATA BACK UP 2012-2015/2013_SONGMETER/POPA15_Musquash/20130624-20130630/POPA-15_20130625_020534.wav","POPA-15_20130625_020534.wav",564,"other","15",2013-06-25 02:05:34,1
13,"F://DATA BACK UP 2012-2015/2013_SONGMETER/POPA15_Musquash/20130624-20130630/POPA-15_20130625_030534.wav","POPA-15_20130625_030534.wav",564,"other","15",2013-06-25 03:05:34,1
13,"F://DATA BACK UP 2012-2015/2013_SONGMETER/POPA15_Musquash/20130624-20130630/POPA-15_20130625_040534.wav","POPA-15_20130625_040534.wav",12171,"other","15",2013-06-25 04:05:34,1
13,"F://DATA BACK UP 2012-2015/2013_SONGMETER/POPA15_Musquash/20130624-20130630/POPA-15_20130625_072830.wav","POPA-15_20130625_072830.wav",1888.01,"other","15",2013-06-25 07:28:30,1
13,"F://DATA BACK UP 2012-2015/2013_SONGMETER/POPA15_Musquash/20130624-20130630/POPA-15_20130625_190535.wav","POPA-15_20130625_190535.wav",12172,"other","15",2013-06-25 19:05:35,1
13,"F://DATA BACK UP 2012-2015/2013_SONGMETER/POPA15_Musquash/20130624-20130630/POPA-15_20130625_222832.wav","POPA-15_20130625_222832.wav",2787,"other","15",2013-06-25 22:28:32,1
13,"F://DATA BACK UP 2012-2015/2013_SONGMETER/POPA15_Musquash/20130624-20130630/POPA-15_20130626_000535.wav","POPA-15_20130626_000535.wav",564,"other","15",2013-06-26 00:05:35,1
13,"F://DATA BACK UP 2012-2015/2013_SONGMETER/POPA15_Musquash/20130624-20130630/POPA-15_20130626_010535.wav","POPA-15_20130626_010535.wav",564,"other","15",2013-06-26 01:05:35,1
13,"F://DATA BACK UP 2012-2015/2013_SONGMETER/POPA15_Musquash/20130624-20130630/POPA-15_20130626_020535.wav","POPA-15_20130626_020535.wav",564,"other","15",2013-06-26 02:05:35,1
13,"F://DATA BACK UP 2012-2015/2013_SONGMETER/POPA15_Musquash/20130624-20130630/POPA-15_20130626_030535.wav","POPA-15_20130626_030535.wav",564,"other","15",2013-06-26 03:05:35,1
13,"F://DATA BACK UP 2012-2015/2013_SONGMETER/POPA15_Musquash/20130624-20130630/POPA-15_20130626_040535.wav","POPA-15_20130626_040535.wav",12172,"other","15",2013-06-26 04:05:35,1
